tileswide 32
tileshigh 32
tilewidth 16
tileheight 16

layer 0
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
14,14,14,14,14,14,14,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
14,14,14,14,14,14,14,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
14,14,14,14,14,14,14,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
14,14,14,14,14,14,14,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
14,14,14,14,14,14,14,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
14,14,14,14,14,14,14,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,8,16,9,15,15,15,15,15,15,15,
14,14,14,14,14,14,14,2,16,9,15,15,15,15,15,15,15,15,15,15,15,15,12,14,2,9,15,15,15,15,15,15,
14,14,14,14,14,14,14,14,14,11,15,5,15,15,15,15,15,15,15,15,15,6,3,14,14,11,15,15,15,15,15,15,
14,14,14,14,14,14,14,14,14,11,15,2,5,15,15,15,15,15,15,15,6,3,14,14,14,11,15,15,15,15,15,15,
29,29,29,29,29,29,29,29,30,11,15,12,2,5,15,15,15,15,15,6,3,14,14,14,14,11,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,19,18,15,12,14,2,5,15,15,15,6,3,14,14,14,14,14,11,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,15,15,15,12,14,14,14,17,16,16,3,14,14,14,14,14,14,11,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,8,16,16,3,14,14,14,14,14,14,14,14,14,14,14,14,14,11,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,15,15,15,15,15,15,
5,15,15,15,15,15,15,15,19,29,29,29,29,29,29,29,30,14,14,14,14,14,14,14,14,11,15,15,15,15,15,15,
2,16,5,15,15,15,15,15,15,15,15,15,15,15,15,15,12,14,14,14,14,14,14,14,14,11,15,15,15,15,15,15,
14,14,14,16,5,15,15,15,15,15,15,15,15,15,15,15,12,14,14,14,14,14,14,14,14,2,5,15,15,15,15,15,
14,14,14,14,2,5,15,15,15,15,15,15,15,15,15,15,12,14,14,14,14,14,14,14,14,14,2,5,15,15,15,15,
14,14,14,14,14,2,5,15,15,15,15,15,15,15,15,15,12,14,14,14,14,14,14,14,14,14,14,2,5,15,15,15,
14,14,14,14,14,14,2,15,15,15,15,15,15,15,15,6,3,14,14,14,14,14,14,14,14,14,14,14,2,5,15,15,
14,14,14,14,14,14,11,15,15,15,15,15,15,15,15,12,14,14,14,14,14,14,14,14,14,14,14,14,14,2,5,15,
14,14,14,14,14,14,11,15,15,15,15,15,15,15,15,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,5,
14,14,14,14,14,14,11,15,15,15,15,15,15,15,15,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,

