tileswide 32
tileshigh 32
tilewidth 16
tileheight 16

layer 0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,9,7,3,3,3,3,3,3,3,
1,1,1,1,1,1,1,2,9,11,3,3,3,3,3,3,3,3,3,3,3,3,5,1,2,7,3,3,3,3,3,3,
1,1,1,1,1,1,1,1,1,4,3,18,3,3,3,3,3,3,3,3,3,12,10,1,1,4,3,3,3,3,3,3,
1,1,1,1,1,1,1,1,1,4,3,17,11,3,3,3,3,3,3,3,12,10,1,1,1,4,3,3,3,3,3,3,
0,0,0,0,0,0,0,0,13,4,3,5,2,11,3,3,3,3,3,12,10,1,1,1,1,4,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,14,15,3,5,1,2,11,3,3,3,12,10,1,1,1,1,1,4,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,5,1,1,2,9,8,9,10,1,1,1,1,1,1,4,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,6,9,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,
11,3,3,3,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,
2,9,11,3,3,3,3,3,16,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,
1,1,1,9,11,3,3,3,3,16,0,0,0,0,0,0,13,1,1,1,1,1,1,1,1,2,11,3,3,3,3,3,
1,1,1,1,2,11,3,3,3,3,3,3,3,3,3,3,5,1,1,1,1,1,1,1,1,1,2,11,3,3,3,3,
1,1,1,1,1,2,11,3,3,3,3,3,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,2,11,3,3,3,
1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,12,10,1,1,1,1,1,1,1,1,1,1,1,2,11,3,3,
1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,3,
1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,
1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,

